"eventID","measurementType","measurementTypeID","measurementValue","measurementUnit","measurementUnitID","measurementRemarks"
"AT357_20130629_NA028105b","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","1","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"AT357_20130629_NA028105b","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","3","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"AT357_20130629_NA028105c","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"AT357_20130629_NA028105c","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","3","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"AT357_20130629_NA028105c","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"AT357_20130629_NA028105d","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"AT357_20130629_NA028105d","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"AT357_20130629_NA028105d","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"AT357_20130629_NA028106a","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"AT357_20130629_NA028106a","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"AT357_20130629_NA028106a","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","1","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"AT357_20130629_NA028106b","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"AT357_20130629_NA028106b","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","1","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"AT357_20130629_NA028106b","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","3","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"AT357_20130629_NA028106c","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"AT357_20130629_NA028106c","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","3","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"AT357_20130629_NA028106c","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"AT357_20130629_NA028106d","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"AT357_20130629_NA028106d","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"AT357_20130629_NA028106d","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"AT357_20130629_NA028108a","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"AT357_20130629_NA028108a","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"AT357_20130629_NA028108a","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","1","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"AT357_20130629_NA028108b","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"AT357_20130629_NA028108b","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","1","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"AT357_20130629_NA028108b","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","3","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"AT357_20130629_NA028108c","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"AT357_20130629_NA028108c","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","3","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"AT357_20130629_NA028108c","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"AT357_20130629_NA028108d","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"AT357_20130629_NA028108d","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"AT357_20130629_NA028108d","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"MC036_20140627_NA043020A","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"MC036_20140627_NA043020A","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"MC036_20140627_NA043020A","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"MC036_20140627_NA043020B","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"MC036_20140627_NA043020B","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"MC036_20140627_NA043020B","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"MC036_20140627_NA043020C","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"MC036_20140627_NA043020C","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"MC036_20140627_NA043020C","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"MC036_20140627_NA043021A","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"MC036_20140627_NA043021A","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"MC036_20140627_NA043021A","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"MC036_20140627_NA043021B","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"MC036_20140627_NA043021B","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"MC036_20140627_NA043021B","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"MC036_20140627_NA043021C","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"MC036_20140627_NA043021C","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"MC036_20140627_NA043021C","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"MC036_20140627_NA043022A","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"MC036_20140627_NA043022A","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"MC036_20140627_NA043022A","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"MC036_20140627_NA043022B","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"MC036_20140627_NA043022B","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"MC036_20140627_NA043022B","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"MC036_20140627_NA043024A","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"MC036_20140627_NA043024A","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"MC036_20140627_NA043024A","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"MC036_20140627_NA043024B","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"MC036_20140627_NA043024B","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"MC036_20140627_NA043024B","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"MC036_20140627_NA043024C","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"MC036_20140627_NA043024C","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"MC036_20140627_NA043024C","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
